tk_label_run1,tk_conf_run1,tk_evidence_run1,tk_rationale_run1,tk_label_run2,tk_conf_run2,tk_evidence_run2,tk_rationale_run2,tk_label_run3,tk_conf_run3,tk_evidence_run3,tk_rationale_run3,tk_label_run4,tk_conf_run4,tk_evidence_run4,tk_rationale_run4,job_id
1,75,lead Mastercard in DevOps automation and best practices,"The role involves leading DevOps automation and best practices, which requires some institutional judgment and experience. However, the focus on CI/CD and automation suggests a structured workflow that a strong junior could eventually manage with guidance. Dominant: Technical. Also present: Social (cross-team collaboration). Absent: Cognitive.",1,74,lead Mastercard in DevOps automation and best practices,"The role involves leading DevOps automation and requires working across development, operations, and product teams, indicating some level of institutional judgment. However, the focus on CI/CD pipeline and automation suggests a structured technical framework. A strong junior could potentially grow into this role with experience and guidance. Dominant: Technical (local tools). Also present: Social (cross-team collaboration). Absent: Cognitive (institutional strategy).",1,75,lead Mastercard in DevOps automation and best practices,"The role involves leading DevOps automation and best practices, which requires some institutional judgment and experience. However, the focus on CI/CD and automation suggests a structured workflow that a strong junior could eventually manage with guidance. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",2,89,"help us solve problems, build our CI/CD pipeline and lead Mastercard in DevOps automation","The role requires significant experience-based judgment to solve complex problems and lead DevOps automation, which cannot be fully captured in manuals. The need to engage early in the development lifecycle and manage production activities proactively indicates a high level of cognitive and social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4337431275
1,75,designing and developing custom solutions to address requirement gaps,"The role involves designing and developing custom solutions, which requires some level of institutional judgment beyond procedural tasks. However, the focus on technical design and development within a defined framework suggests that a strong junior could eventually manage with guidance. Dominant: Technical. Also present: Social (client interaction). Absent: Cognitive.",1,80,designing and developing custom solutions to address requirement gaps,"The role involves significant technical work within a defined framework (Oracle Utilities Application Framework), suggesting a TK-1 level. While there is some need for judgment in designing custom solutions, the work is largely based on existing technical methodologies and tools. Mentorship and collaboration with teams indicate social elements, but do not elevate the cognitive requirements to TK-2. Dominant: Technical (local tools). Also present: Social (mentorship, teamwork). Absent: Cognitive.",1,75,designing and developing custom solutions to address requirement gaps,"The role involves designing and developing custom solutions, which requires some level of institutional judgment and experience. However, the tasks are bounded by the Oracle Utilities Application Framework, and a strong junior with guidance could eventually manage. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,80,designing and developing custom solutions to address requirement gaps,"The role involves designing and developing custom solutions, which requires some experience-based judgment beyond procedural tasks. However, the focus on Oracle Utilities and RICE development suggests a framework that a junior could learn with mentoring. Dominant: Technical. Also present: Social (mentoring, client interaction). Absent: Cognitive.",3815103441
2,87,Guide the successful completion of major engineering programs,"The role involves leading complex engineering programs and developing advanced solutions, which require deep institutional judgment and cannot be fully captured in a manual. The need to guide major programs and develop solutions to complex problems indicates a high level of Cognitive TK. Dominant: Cognitive. Also present: Technical (systems design and integration), Social (project leadership). Absent: none.",1,82,Guide the successful completion of major engineering programs,"The role involves leading major engineering programs and developing advanced solutions, indicating a need for experience and judgment not fully captured by manuals, but it operates within structured engineering and technical frameworks. Dominant: Technical (institutional). Also present: Cognitive (problem-solving). Absent: Social.",2,89,Develop advanced solutions to a variety of highly complex engineering problems,"The role requires developing advanced solutions to highly complex engineering problems, which involves significant domain expertise and judgment that cannot be fully captured in a manual. The need to guide major engineering programs and function in a project leadership role further indicates the necessity for deep cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Guide the successful completion of major engineering programs,"The role requires leading a multi-disciplinary team and developing advanced solutions to complex engineering problems, which necessitates significant experience-based judgment. The tasks involve unscripted decision-making and strategic oversight that cannot be fully captured by procedural documentation. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",4184174415
1,82,"Direct the team through complexity, demonstrating composure through ambiguous situations.","The role involves navigating complexity and ambiguity, which requires some level of institutional judgment beyond procedural tasks. However, the technical skills listed, such as proficiency in Python and SQL, are codifiable and align with structured workflows. The role also involves social interactions, such as coaching and client validation, but these are within a defined framework. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",2,85,"Direct the team through complexity, demonstrating composure through ambiguous, challenging and uncertain situations.","The role requires navigating complexity and ambiguity, which involves cognitive and institutional judgment beyond codifiable procedures. The need to influence and coach others, as well as solve complex problems, indicates deep tacit knowledge. Dominant: Cognitive (institutional strategy). Also present: Social (team leadership), Technical (data systems and AI techniques). Absent: none.",2,87,"Direct the team through complexity, demonstrating composure through ambiguous, challenging and uncertain situations.","The role requires navigating complex and ambiguous situations, which cannot be fully captured in a manual. The need for strategic advisory, influence, and coaching indicates a high level of cognitive and social tacit knowledge. Technical skills are also crucial, but the emphasis on judgment and leadership suggests deep domain experience is necessary. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,"solve through complexity, ask thoughtful questions, and clearly communicate","The role requires navigating complex and ambiguous situations, which demands accumulated wisdom and judgment beyond procedural knowledge. The emphasis on strategic advising, coaching, and influencing indicates a need for cognitive and social skills that cannot be fully captured in manuals. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4312860207
1,82,Extensive experience scaling out Prometheus architecture,"The role requires significant technical expertise in scaling and automating observability platforms, which involves complex problem-solving beyond basic procedural tasks. However, the focus remains on technical mastery and collaboration within defined frameworks, suggesting a strong technical dimension with some social interaction. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,83,Focus on improving and scaling our logging pipelines,"The role involves significant technical tasks related to scaling and automating platforms, which are codifiable but require experience beyond a junior level. The need to collaborate and provide insights indicates some institutional judgment, though it remains bounded by existing tools and frameworks. Dominant: Technical (local tools and infrastructure). Also present: Social (collaboration with teams). Absent: Cognitive (institutional strategy).",2,89,Extensive experience scaling out Prometheus architecture,"The role requires deep technical expertise in building and scaling observability platforms, which goes beyond procedural tasks and requires significant domain experience. The need for extensive experience with Prometheus and other tools indicates a level of mastery that cannot be captured in a manual. Additionally, the role involves collaboration and communication skills, suggesting a need for social expertise. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",2,87,Extensive experience scaling out Prometheus architecture,"The role requires deep technical expertise in building and scaling observability platforms, which goes beyond procedural knowledge. The need for collaboration and communication skills indicates a significant social component. The role's complexity and the need for proactive problem-solving suggest a cognitive dimension. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",3864657612
1,83,Develop automated capabilities to deliver capabilities more efficiently,"The role involves developing automation and managing cloud solutions, which requires technical expertise but is bounded by established cloud and automation frameworks. While it involves some leadership and collaboration, the tasks are largely technical and procedural, suggesting a strong junior could grow into the role with guidance. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,85,deploys and manages enterprise solutions in both public and private clouds,"The role involves deploying and managing cloud solutions and developing automation tools, which are technical tasks that require experience. While the role features leadership and collaboration, these are within a structured environment using specific cloud technologies, which aligns with TK-1. The informal leadership and guidance suggest some cognitive and social elements, but not at a strategic enterprise level. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",1,80,Develop automated capabilities to deliver capabilities more efficiently,"The role involves developing automated solutions and working with diverse technologies, which requires some institutional judgment and technical expertise. However, the tasks are bounded by established methodologies and tools, allowing a strong junior with guidance to eventually manage. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",2,89,deploys and manages enterprise solutions in both public and private clouds,"The role requires significant experience-based judgment to manage complex cloud environments and develop automation solutions, which cannot be fully captured by documentation. The need to establish standards and work with diverse technologies indicates a high level of cognitive and technical expertise. The role also involves informal leadership and collaboration, highlighting the social dimension. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",4176907060
1,75,work with key stakeholders to understand their needs and advise on SAP,"The role involves advising on SAP capabilities and liaising with stakeholders, which requires some institutional judgment and experience. However, the tasks are largely structured around SAP systems and methodologies, suggesting a strong junior could grow into the role with guidance. Dominant: Technical (SAP systems). Also present: Social (stakeholder interaction). Absent: Cognitive.",1,75,work with key stakeholders to understand their needs and advise on SAP system capabilities,"The role involves technical tasks such as requirement gathering, architecting solutions, and system integrations, which are structured but require some judgment. The emphasis on stakeholder interaction indicates a need for social skills beyond basic procedural tasks, but the role remains within a defined framework of SAP implementation. Cognitive elements related to strategic enterprise-level judgment are not prominent. Dominant: Technical. Also present: Social. Absent: Cognitive.",2,85,Demonstrate in-depth technical capabilities and possess strong business acumen,"The role requires in-depth technical capabilities and strong business acumen, which suggests a need for significant domain experience and judgment. The responsibilities include architecting solutions and liaising with stakeholders, indicating a high level of cognitive and social tacit knowledge. A recent graduate would struggle to meet these demands within 3 months, even with a comprehensive manual. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",1,82,"advise on SAP system capabilities, architect solutions, blueprinting","The role requires a blend of procedural knowledge and experience-based judgment, particularly in advising on SAP capabilities and architecting solutions. While a strong junior could manage with mentoring, full competence would take time to develop. Dominant: Technical (SAP systems). Also present: Cognitive (business acumen), Social (stakeholder relationships). Absent: none.",4006014343
2,89,formulating strategic objectives related to reliability,"The role requires strategic formulation and influence over cross-functional teams, which involves significant institutional judgment and stakeholder navigation. The need to lead and mentor a team while optimizing operational processes indicates deep cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,88,Formulating strategic objectives related to reliability,"The role involves strategic oversight and leadership in ensuring system reliability and performance, which requires seasoned judgment and domain expertise. The responsibility to influence roadmaps and collaborate with cross-functional teams indicates a need for complex, enterprise-level cognitive and social skills. Dominant: Cognitive (institutional strategy). Also present: Social (cross-functional influence), Technical (system reliability). Absent: none.",2,89,"Own the reliability, performance, monitoring, and capacity planning of real time trading system.","The role requires strategic objectives formulation and influencing roadmaps, which involves deep institutional judgment and experience. The need to lead and mentor a team while collaborating across functions indicates significant social expertise. Technical mastery is essential for optimizing operational processes and developing automated solutions. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,"Own the reliability, performance, monitoring, and capacity planning of real time trading system.","The role requires strategic objectives formulation and guiding a team, which involves significant cognitive and social skills. The need to drive incident response and continuous improvement efforts indicates reliance on accumulated wisdom beyond procedural knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4221618229
2,89,Define and implement consumption standards for external mission partners,"The role requires navigating complex systems integration and aligning technical solutions with business objectives, which involves significant institutional judgment and cannot be fully captured in a manual. The need to lead feasibility analysis and influence technical and business viability further indicates deep Cognitive TK. Dominant: Cognitive. Also present: Technical (systems integration), Social (stakeholder collaboration). Absent: none.",2,89,Defining technical strategies and overseeing the design and implementation of complex systems,"The role requires defining technical strategies and overseeing complex systems integration, which involves significant institutional judgment beyond codifiable procedures. The need for alignment with business objectives and leading feasibility analysis indicates deep Cognitive and Technical mastery. Dominant: Cognitive. Also present: Technical (enterprise architecture), Social (stakeholder collaboration). Absent: none.",2,89,Define and implement consumption standards for external mission partners,"The role requires deep expertise in enterprise architecture and systems integration, which cannot be fully captured in a manual. The need to align technical solutions with business objectives and lead feasibility analysis for future projects indicates a high level of cognitive and institutional judgment. The role also involves significant social interaction with business stakeholders and technical teams, requiring seasoned judgment and experience. Dominant: Cognitive. Also present: Social, Techn",2,89,Oversee the design and development of complex software systems,"The role requires deep expertise in enterprise architecture and systems integration, which involves unscripted judgment and strategic alignment with business objectives. The Solution Architect must navigate complex, multi-platform environments and lead teams through design and deployment, tasks that cannot be fully captured by procedural documentation. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",4169462614
1,82,"provide technical leadership in the development, integration, and testing","The role involves technical leadership and integration tasks that require experience but are bounded by existing technologies and frameworks. While the role requires significant technical expertise, it does not demand the level of institutional judgment or stakeholder navigation indicative of TK-2. Dominant: Technical. Also present: Social (team collaboration). Absent: Cognitive.",1,79,"provide technical leadership in the development, integration, and testing","The role requires technical leadership in a structured environment, involving integration and testing of VDI solutions. While significant experience is needed, the tasks are bounded by specific technical requirements and can be managed with existing frameworks and methodologies. A strong junior with experience could potentially grow into this role with guidance. Dominant: Technical (local tools). Also present: Social (team collaboration). Absent: Cognitive.",2,89,"Provide technical leadership in the development, integration, and testing of the VDI","The role requires deep technical expertise and leadership in VDI development and integration, which cannot be fully captured in a manual. The need for expert advice, guidance, and last-tier support indicates a requirement for seasoned judgment and experience. Dominant: Technical (institutional mastery). Also present: Cognitive (strategic input), Social (cross-team collaboration). Absent: none.",2,89,"Provide technical leadership in the development, integration, and testing of the VDI","The role requires significant experience-based judgment to lead VDI development and integration across complex environments, which cannot be fully captured by documentation. The need for technical leadership and collaboration with various teams indicates a high level of cognitive and social skills. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",4137330435
1,80,Develop strategies for efficient capacity resource allocation and utilization.,"The role involves developing strategies and collaborating with cross-functional teams, which requires some institutional judgment and experience. However, the tasks are largely structured around cloud capacity management and vendor coordination, which can be learned over time. Dominant: Technical (cloud platforms). Also present: Social (cross-functional collaboration). Absent: Cognitive.",1,75,Collaborate with Splunk teams to assess current and future cloud capacity needs,"The role involves cross-functional collaboration and process development, which require institutional judgment but within a structured technical environment. The position requires managing capacity across cloud platforms, a task that relies on technical skills and business knowledge. However, the responsibilities are bounded by existing cloud platforms and processes, suggesting a TK-1 level. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,80,Collaborate with Splunk teams to assess current and future cloud capacity needs.,"The role involves managing cloud capacity and requires technical skills and business knowledge, which can be developed with experience and guidance. The structured nature of cloud platforms and the ability to develop processes suggest that a strong junior could grow into this role. Dominant: Technical. Also present: Social (cross-functional collaboration). Absent: Cognitive.",1,80,Develop strategies for efficient capacity resource allocation and utilization,"The role involves developing strategies and collaborating with cross-functional teams, which requires some experience-based judgment. However, the tasks are largely procedural and can be learned with mentoring over time. Dominant: Technical. Also present: Social. Absent: Cognitive.",379240038700000000002
1,82,Develop automation scripts to automate the creation and maintenance of environments,"The role involves developing automation scripts and diagnosing complex system problems, which requires some level of institutional judgment and experience beyond a manual. However, the tasks are largely technical and procedural, bounded by existing tools and frameworks. A strong junior with guidance could eventually manage these responsibilities. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,75,"Diagnose complex system problems using dumps, traces or other diagnostics aids.","The role involves diagnosing complex system problems and recommending changes to improve system performance, which requires some level of institutional judgment not fully covered by manuals. However, the tasks are largely bounded by technical tools and frameworks, such as Docker, Kubernetes, and Jenkins. A strong junior could grow into this role with sufficient experience and mentoring. Dominant: Technical. Also present: Cognitive. Absent: Social.",1,75,Develop automation scripts to automate the creation and maintenance of environments,"The role involves technical tasks like scripting and automation, which are codifiable and can be learned with guidance. However, diagnosing complex system problems and recommending system improvements require some level of judgment and experience that a manual cannot fully cover. A strong junior with mentoring could grow into this role. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,80,Develop automation scripts to automate the creation and maintenance of environments,"The role requires technical expertise in automation and system performance, which involves some experience-based judgment. However, the tasks are largely bounded by existing tools and frameworks, allowing a junior person to grow into the role with mentoring. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",3885187264
1,75,Troubleshoot and resolve complex technical issues related to Linux systems,"The role involves significant technical expertise in Linux systems and HPC environments, which requires experience but is largely procedural and technical in nature. The need for collaboration and communication skills indicates some social interaction, but the role lacks the deep institutional judgment characteristic of TK-2. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,83,"Integrate and maintain CAE applications, troubleshoot complex technical issues","The role involves technical tasks such as integrating and maintaining sophisticated CAE applications, which require specialized knowledge of the HPC environment but are still codifiable. Troubleshooting complex issues indicates some element of judgment, but the focus is primarily on technical expertise within a defined scope. Collaboration and communication skills suggest some social interaction, but there's no indication of enterprise-level strategy or big-picture cognitive tasks. Dominant: Tec",1,75,Troubleshoot and resolve complex technical issues related to Linux systems,"The role requires technical expertise in Linux systems and HPC environments, which can be learned with experience and guidance. While the tasks are technical, they are bounded by existing technologies and methodologies, allowing a strong junior to grow into the role. Social skills are needed for collaboration, but cognitive demands are limited to problem-solving within defined parameters. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,82,Troubleshoot and resolve complex technical issues related to Linux systems,"The role requires technical expertise in Linux systems and HPC environments, which involves some experience-based judgment, especially in troubleshooting complex issues. However, the tasks are largely bounded by technical procedures and collaboration with other engineers. A junior person could manage with mentoring and time to develop proficiency. Dominant: Technical. Also present: Social. Absent: Cognitive.",4281410497
1,83,Collaborate with the finance and accounting teams to optimize the use of Deltek CostPoint,"The role involves optimizing ERP systems and ensuring compliance, which requires some institutional judgment but is largely within a structured framework. The need to collaborate with cross-functional teams and manage relationships indicates a social dimension, but the tasks are primarily technical and procedural. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,76,Optimize the use of Deltek CostPoint,"The role involves optimizing and resolving issues within a defined ERP system, requiring experience and some judgment but bounded by system capabilities. The position also requires cross-functional coordination and compliance with regulations, which adds complexity but is not novel. Dominant: Technical (local tools). Also present: Social (cross-functional teams), Cognitive (some judgment). Absent: Cognitive (institutional strategy).",2,89,Minimum seven years of recent experience working with Deltek CostPoint ERP,"The role requires deep expertise in Deltek CostPoint ERP and federal compliance, which cannot be fully captured in a manual. The need to manage relationships and align system functionality with business goals indicates significant cognitive and social dimensions. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Collaborate with finance and accounting teams to optimize Deltek CostPoint,"The role requires significant experience with Deltek CostPoint and federal compliance, which cannot be fully captured by documentation alone. The need to identify opportunities to streamline processes and enhance system capabilities indicates a reliance on accumulated wisdom. The role also involves bridging technical and business teams, requiring strong interpersonal skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4177821317
0,85,Review infrastructure play books and suggest modifications,"The role involves learning and supporting existing infrastructure processes, which are procedural and can be guided by manuals. The tasks are entry-level and focus on understanding and applying existing methodologies, indicating a procedural nature. Dominant: Technical (individual/local). Also present: Social (cross-functional team interaction). Absent: Cognitive.",0,88,"create, drive and deliver entry level IT infrastructure initiatives","The role involves learning and supporting infrastructure processes with basic troubleshooting, which are codifiable tasks. The tasks are primarily procedural and can be performed by a novice with proper guidance and materials. Dominant: Technical (individual/local). Also present: Social (cross-functional team interaction). Absent: Cognitive.",0,85,Review infrastructure play books and suggest modifications,"The role involves learning and supporting entry-level IT infrastructure tasks, which are procedural and can be guided by existing playbooks. The tasks are structured and focus on gaining basic understanding and skills, suitable for a novice with a manual. Dominant: Technical (individual/local). Also present: Social (cross-functional team interaction). Absent: Cognitive.",0,85,Review infrastructure play books and suggest modifications,"The role is largely procedural, focusing on learning and supporting existing infrastructure processes with guidance. Tasks such as reviewing playbooks and basic troubleshooting are well-documented and can be performed by a newcomer with access to documentation. Dominant: Technical (local tools). Also present: Social (cross-functional team interaction). Absent: Cognitive.",4333479514
1,75,collaborate with cross-functional teams to create proactive engineering mechanisms,"The role involves collaboration and some level of judgment in system design and capacity planning, but it is largely bounded by technical frameworks and methodologies. The technical skills required are advanced but codifiable, and the role involves structured workflows. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,82,Partner with stakeholders to design and deliver a reliable platform,"The role involves collaboration with stakeholders and requires a mix of operational and software development skills, suggesting some institutional judgment. However, the focus on technical tasks like automation and monitoring indicates a structured workflow, implying that a strong junior could grow into the position. Dominant: Technical (local tools). Also present: Social (stakeholder collaboration). Absent: Cognitive.",1,75,"Partner with stakeholders to design and deliver a reliable, scalable, secure, and performant platform","The role involves a mix of technical tasks such as building software solutions and systems, and social tasks like partnering with stakeholders. While the technical skills required can be learned, the role also demands some level of judgment and coordination across teams, which a strong junior could develop over time with guidance. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,82,Partner with development teams to improve services through rigorous testing,"The role requires a blend of procedural and experience-based judgment, particularly in system design consulting and capacity planning. While technical skills are crucial, the role is bounded by established engineering principles and operational discipline, allowing a strong junior to grow into it with mentoring. Dominant: Technical (local tools). Also present: Cognitive (system design), Social (cross-functional collaboration). Absent: none.",3844890429
1,75,"triaging complex Cloud environment issues, Linux kernel crashes","The role involves troubleshooting complex technical issues that require experience and judgment beyond a simple manual, but it is still bounded by structured support processes and escalation paths. A strong junior with guidance could eventually manage these tasks. Dominant: Technical. Also present: Social (customer interaction). Absent: Cognitive.",1,80,"triaging complex Cloud environment issues, Linux kernel crashes","The role requires handling complex technical issues and some judgment in problem-solving, but these tasks are guided by existing procedures and SLAs. Experience with Linux and cloud technologies is preferred, but a strong junior could grow into the role. Dominant: Technical (local tools). Also present: Social (customer communication). Absent: Cognitive.",1,75,"triaging complex Cloud environment issues, Linux kernel crashes","The role involves technical problem-solving and customer support, which requires some judgment and experience, especially in triaging complex issues. However, the structured nature of support cases and the availability of senior engineers for escalation suggest that a strong junior could grow into the role with guidance. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,80,"triaging complex Cloud environment issues, Linux kernel crashes","The role involves troubleshooting complex technical issues that require some experience-based judgment, but it is still bounded by procedures and escalation paths. A junior engineer could manage with mentoring and time to develop expertise. Dominant: Technical. Also present: Social (customer interaction). Absent: Cognitive.",4066089609
1,83,Engage with customers to understand both their technical and business needs,"The role requires building valued relationships and acting as a trusted advisor, which involves some institutional judgment and social interaction. However, the technical aspects are bounded by existing product knowledge and structured processes like product demonstrations and PoCs. A strong junior could grow into this role with experience and guidance. Dominant: Social. Also present: Technical. Absent: Cognitive.",1,80,Engage with customers to understand both their technical and business needs,"The role requires a mix of technical expertise and social engagement to tailor solutions and address customer needs, but it follows structured processes like technical validation and sales lifecycle coordination. While there are elements of judgment, the role's tasks are largely bounded by the structured workflow of solution design and sales processes, allowing a strong junior professional with guidance to eventually manage. Dominant: Technical. Also present: Social. Absent: Cognitive.",2,87,Engage with customers to understand both their technical and business needs,"The role requires deep understanding of both technical and business needs, which involves significant cognitive and social tacit knowledge. Building valued relationships and acting as a trusted advisor cannot be fully captured in a manual. The technical aspects of deal progression and competitive analysis also require domain mastery. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Engage with customers to understand both their technical and business needs,"The role requires deep understanding of both technical and business needs, which involves significant cognitive and social skills to tailor solutions and build trusted relationships. The ability to influence product development and strategy based on customer feedback further indicates the need for accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4106522548
2,89,Effectively communicate with and influence key stakeholders across the enterprise,"The role requires navigating complex organizational dynamics and influencing stakeholders at all levels, which involves significant social tacit knowledge. The need to devise clear roadmaps and deliver next-generation technology solutions indicates cognitive tacit knowledge. Technical expertise is also crucial, but the emphasis on stakeholder influence and strategic visioning suggests a deeper level of tacit knowledge. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",2,88,Effectively communicate with and influence key stakeholders across the enterprise,"The role requires significant institutional judgment to navigate complex organizational dynamics and influence strategy across the enterprise, which cannot be fully codified. The need for deep technical expertise and mentoring further supports a TK-2 classification. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Operate as a trusted advisor for a specific technology,"The role requires deep technical expertise and the ability to influence and mentor across the organization, which cannot be fully captured in a manual. The need to operate as a trusted advisor and influence key stakeholders indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Operate as a trusted advisor for a specific technology,"The role requires deep technical expertise and the ability to influence and mentor across the organization, which cannot be fully captured by documentation. The need to devise roadmaps and influence stakeholders indicates a reliance on accumulated wisdom and institutional judgment. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",3844761928
1,83,Collaborate with project teams to assist in delivery of SuccessFactors solutions,"The role involves providing guidance and technical solutions within a structured framework, which suggests a mix of procedural and judgment-based tasks. While extensive experience is required, the focus on collaboration and technical guidance indicates a structured environment where a strong junior could eventually manage with guidance. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,70,Collaborate with project teams to assist in delivery of SuccessFactors solutions,"The role involves providing technical guidance and support within a structured framework (SuccessFactors), which requires experience but allows for growth over time. The technical tasks are significant, but the presence of structured methodologies and the ability to eventually manage with guidance suggest a TK-1 level. Dominant: Technical (local tools). Also present: Social (collaboration with project teams). Absent: Cognitive.",2,89,Minimum ten years of recent experience configuring and implementing SuccessFactors,"The role requires extensive experience and subject matter expertise in SuccessFactors, which cannot be fully captured in a manual. The need to update technical architecture and lead design workshops indicates a high level of cognitive and technical mastery. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",2,89,Lead and conduct design workshops and demonstrate proof of concepts,"The role requires significant experience in configuring and implementing SuccessFactors, as well as the ability to lead design workshops and demonstrate proof of concepts, which are tasks that rely on accumulated wisdom and cannot be fully captured by documentation. The need to update technical architecture and support innovation further indicates a requirement for cognitive and technical expertise. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",4190187321
1,75,"Collaborate with cross-functional teams including hardware, AI, and platform engineering","The role involves collaboration across various technical domains and requires some level of judgment in problem-solving, but it is bounded by structured workflows and team guidance. A strong junior with guidance could manage the tasks over time. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,75,"Collaborate with cross-functional teams including hardware, AI, and platform engineering","The role involves collaboration across multiple technical domains and requires some independent problem-solving in a fast-paced environment. However, the structured project nature and the presence of cross-functional teams suggest a defined workflow where a strong intern could grow into the role. Dominant: Technical (local tools). Also present: Social (cross-functional collaboration). Absent: Cognitive.",1,75,"Collaborate with cross-functional teams including hardware, AI, and platform engineering","The role involves collaboration across multiple technical domains and requires some level of judgment in problem-solving and project delivery. While the tasks are structured within a team environment, the need for cross-functional communication and integration suggests a mix of procedural and judgment-based work. A strong graduate with guidance could manage within a few months. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,75,"Collaborate with cross-functional teams including hardware, AI, and platform engineering","The role involves collaboration across diverse teams and solving complex problems, which requires some experience-based judgment. However, the internship nature and structured environment suggest that a strong junior with mentoring could manage effectively. Dominant: Social. Also present: Technical, Cognitive. Absent: none.",4335304498
1,75,"Collaborate across agile development teams to design, build, test","The role involves collaboration and technical expertise in cloud-native solutions, which requires some institutional judgment but is largely bounded by established methodologies and tools. A strong junior with guidance could grow into this role. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,75,"Collaborate across agile development teams to design, build, test, implement","The role involves collaboration within agile teams and using advanced technical tools, which suggests some degree of institutional judgment and autonomy. However, the tasks are largely bounded by established agile and DevOps frameworks, indicating a strong TK-1 level. The technical expertise with tools like Docker, Kubernetes, and AWS is local and codifiable, not requiring TK-2 level mastery. Dominant: Technical (local tools). Also present: Social (team collaboration). Absent: Cognitive.",1,75,"Collaborate across agile development teams to design, build, test, implement","The role involves collaboration across teams and requires experience with cloud-native technologies and DevOps practices, which a strong junior could learn with guidance. The technical skills are specific but can be learned, and the agile framework provides structure. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,80,"Collaborate across agile development teams to design, build, test, implement","The role involves collaboration and technical expertise in cloud-native solutions, which requires some experience-based judgment but is still bounded by agile methodologies. A strong junior could grow into this role with mentoring. Dominant: Technical (local tools). Also present: Social (team collaboration). Absent: Cognitive.",3850218803
1,75,Experience on infrastructure automation/orchestration facilities using Terraform,"The role requires technical expertise in cloud and infrastructure tools, which are codifiable and procedural. While experience is necessary, the tasks are bounded by existing technologies and frameworks, suggesting a strong junior could grow into the role. Dominant: Technical. Also present: Social (team coordination). Absent: Cognitive.",1,82,Working knowledge of PaaS product offerings in large-scale enterprise environments,"The role requires significant technical expertise in cloud configuration and management tools, which goes beyond basic procedural tasks but remains within structured methodologies. While experience with advanced tools and large-scale environments implies complexity, it does not reach the level of institutional judgment required for TK-2. Dominant: Technical. Also present: Social (cross-product coordination). Absent: Cognitive.",1,75,Proficient Working knowledge of cloud configuration and container lifecycle management,"The role requires technical expertise in cloud and container management, which can be learned with structured guidance and experience. While the role involves complex tools and environments, a strong junior with mentoring could grow into it. Dominant: Technical. Also present: Cognitive (problem-solving within defined parameters), Social (team collaboration). Absent: Cognitive (institutional strategy).",1,75,Proficient Working knowledge of cloud configuration and container lifecycle management,"The role requires technical expertise in cloud and container management, which involves some experience-based judgment, especially in large-scale enterprise environments. However, the tasks are largely bounded by existing technologies and frameworks, allowing a junior person to grow into the role with mentoring. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",3810555343
